index,eval_sample,Cat,Interesting
756,"_spec = 0x7f020007;
  public static final int mtrl_extended_fab_hide_motion_spec = 0x7f020008;
  public static final int mtrl_extended_fab_show_motion_spec = 0x7f020009;
  public static final int mtrl_extended_fab_state_list_animator = 0x7f02000a;
  public static final int mtrl_fab_hide_motion_spec = 0x7f02000b;
  public static final int mtrl_fab_show_motion_spec =",DI,
757,"ho de Araújo
 * Nelson Mendonça de Carvalho
 * Newton Morais e Silva
 * Pedro Alexandre Santos da Silva Filho
 * Rafael Corrêa Lima e Silva
 * Rafael Francisco Pinto
 * Rafael Koury Monteiro
 * Rafael Palermo de Araújo
 * Raphael Veras Rossiter
 * Roberto Sobreira Barbalho
 * Rodrigo Avellar Silveira
 * Rosana Carvalho Barbosa
 * Sávio Luiz de And",DO,
758,"drawable to use for action mode UI
  * <p>May be a reference to another resource, in the form
  * ""<code>@[+][<i>package</i>:]<i>type</i>/<i>name</i></code>"" or a theme
  * attribute in the form
  * ""<code>?[<i>package</i>:]<i>type</i>/<i>name</i></code>"".
  */
  public static final int actionModeBackground=0x7f030010;
  /**
  * <p>May be a reference to another resource, in the form
  * ""<code>@[+][<i>package</i>:]<i>type</i>/<i>name</i></code>"" or a theme",DO,
759,"without limitation the rights to use, copy, modify, merge,
  * publish, distribute, and/or sell copies of the Data Files or Software, and
  * to permit persons to whom the Data Files or Software are furnished to do so,
  * provided that (a) the above copyright notice(s) and this permission notice
  * appear with all copies of the Data Files or Software, (b) both the above
  * copyright notice(s) and this permission notice appear in associated
  * documentation, and (c) there is clear notice in each modified Data File or
  * in the Software as well as in the documentation associated with the Data
  * File(s) or Software that the data or software has been modified",L,
760,"010008;
  /** Default style for tabs within an action bar 
  <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionBarTabStyle=0x7f010007;
  /** <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""",DO,
761,"* 8. Limitation of Liability. In no event and under no legal theory,
  * whether in tort (including negligence), contract, or otherwise,
  * unless required by applicable law (such as deliberate and grossly
  * negligent acts) or agreed to in writing, shall any Contributor be
  * liable to You for damages, including any direct, indirect, special,
  * incidental, or consequential damages of any character arising as a
  * result of this License or out of the use or inability to use the
  * Work (including but not limited to damages for loss of goodwill,
  *",L,
762,"0023;
  public static final int alertDialogStyle = 0x7f020024;
  public static final int alertDialogTheme = 0x7f020025;
  public static final int allowStacking = 0x7f020026;
  public static final int alpha = 0x7f020027;
  public static final int alphabeticModifiers = 0x7f020028;
  public static final int arrowHeadLength = 0x7f020029;
  public static final int arrowShaftLength = 0x7f02002a",DI,
763,"i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionOverflowButtonStyle=0x7f01000a;
  /** The name of an optional ActionProvider class to instantiate an action view
  and perform operations such as default action for that menu item.
  See {@link android.view.MenuItem#setActionProvider(android.view.ActionProvider)}
  for more info. 
  <p>Must be a string value, using '\\;' to escape characters such as '\\n' or '\\uxxxx'",DO,
764,"process(t);
  }
  },
  BeforeHead {
  boolean process(Token t, HtmlTreeBuilder tb) {
  if (isWhitespace(t)) {
  return true;
  } else if (t.isComment()) {
  tb.insert(t.asComment());
  } else if (t.isDoctype()) {
  tb.error(this);
  return false;
  } else if (t.isStartTag() && t.asStartTag().name().equals(""html"")) {
  return InBody.process(t, tb); // does not transition
  } else if (t.isStartTag() && t.asStartTag().name().equals(""head"")) {
  Element head",C,
765,".process(t, tb); // does not transition
  } else if (t.isStartTag() && t.asStartTag().name().equals(""head"")) {
  Element head = tb.insert(t.asStartTag());
  tb.setHeadElement(head);
  tb.transition(InHead);
  } else if (t.isEndTag() && (StringUtil.in(t.asEndTag().name(), ""head"", ""body"", ""html"", ""br""))) {
  tb.process(new Token.StartTag(""head""));
  return tb.process(t);
  } else if (t.isEndTag()) {
  tb.error(this);
  return false;",C,
766,"40014;
  public static final int actionModeFindDrawable = 0x7f040015;
  public static final int actionModePasteDrawable = 0x7f040016;
  public static final int actionModePopupWindowStyle = 0x7f040017;
  public static final int actionModeSelectAllDrawable = 0x7f040018;
  public static final int actionModeShareDrawable = 0x7f040019;
  public static final int actionModeSplitBackground = 0x7f04001a;
  public static final int actionModeStyle =",DI,
767,"* The end of line string for this machine.
  */
  protected String eol = System.getProperty(""line.separator"", ""\n"");
 
  /**
  * Used to convert raw characters to their escaped version
  * when these raw version cannot be used as part of an ASCII
  * string literal.
  */
  static String add_escapes(String str) {
  StringBuffer retval = new StringBuffer();
  char ch;
  for (int i = 0; i < str.length(); i++) {
  switch (str.charAt(i))
  {
  case 0 :
  continue;
  case '\b':
  retval.append(""\\b"");
  continue;
  case '\t':
  retval.append(""\\t",C,
768,"()) {
  if (!body.hasAttr(attribute.getKey()))
  body.attributes().put(attribute);
  }
  }
  } else if (name.equals(""frameset"")) {
  tb.error(this);
  LinkedList<Element> stack = tb.getStack();
  if (stack.size() == 1 || (stack.size() > 2 &&!stack.get(1).nodeName().equals(""body""))) {
  // only in fragment case
  return false; // ignore
  } else if (!tb.framesetOk()) {
  return false; // ignore frameset
  } else {
  Element second = stack.get(1);
  if (second.parent()!= null)",C,
769,"Alexandre Santos da Silva Filho
 * Rafael Corrêa Lima e Silva
 * Rafael Francisco Pinto
 * Rafael Koury Monteiro
 * Rafael Palermo de Araújo
 * Raphael Veras Rossiter
 * Roberto Sobreira Barbalho
 * Rodrigo Avellar Silveira
 * Rosana Carvalho Barbosa
 * Sávio Luiz de Andrade Cavalcante
 * Tai Mu Shih
 * Thiago Augusto Souza do Nascimento
 * Tiago Moreno",DO,
770,"get(""sessionId"")).isEqualTo(""test-session-id"");
  }
 
  @Test
  public void testAddEventWithNullData() {
  Map<String, Object> data = new HashMap<>();
  data.put(""test-key"", null);
  AuditEvent event = new AuditEvent(""test-user"", ""test-type"", data);
  customAuditEventRepository.add(event);
  List<PersistentAuditEvent> persistentAuditEvents = persistenceAuditEventRepository.findAll();
  assertThat(persistentAuditEvents).hasSize(1);
  PersistentAuditEvent persistentAuditEvent = persistentAuditEvents.get(0);
  assertThat(persistentAuditEvent.getData().get(""test-key"")).isEqualTo(""null"");
  }
 
  @",T,
771,"transition(TagName);
  } else {
  t.error(this);
  t.emit('<'); // char that got us here
  t.transition(Data);
  }
  break;
  }
  }
  },
  EndTagOpen {
  void read(Tokeniser t, CharacterReader r) {
  if (r.isEmpty()) {
  t.eofError(this);
  t.emit(""</"");
  t.transition(Data);
  } else if (r.matchesLetter()) {
  t.createTagPending(false);
  t.transition(TagName);
  } else if (r.matches('>')) {
  t.error(this);
  t.advanceTransition(Data);
  } else {",C,
772," contact.
  Uri.withAppendedPath(ContactsContract.Profile.CONTENT_URI,
  ContactsContract.Contacts.Data.CONTENT_DIRECTORY), ProfileQuery.PROJECTION,
 
  // Select only email addresses.
  ContactsContract.Contacts.Data.MIMETYPE +
  "" =?"", new String[]{ContactsContract.CommonDataKinds.Email
  .CONTENT_ITEM_TYPE},
 
  // Show primary email addresses first. Note that there won't be
  // a primary email address if the user hasn't specified one.
  ContactsContract.Contacts.Data.IS_PRIMARY + "" DESC"");
  }
 
  @Override
  public void onLoadFinished(Loader<Cursor> cursorLoader, Cursor cursor) {
  List<",C,
773,"* as of the date such litigation is filed.
  *
  * 4. Redistribution. You may reproduce and distribute copies of the
  * Work or Derivative Works thereof in any medium, with or without
  * modifications, and in Source or Object form, provided that You
  * meet the following conditions:
  *
  * (a) You must give any other recipients of the Work or
  * Derivative Works a copy of this License; and
  *
  * (b) You must cause any modified files to carry prominent notices
  * stating that You changed the files; and
  *
  * (c) You must retain, in the Source form of",L,
774,"NotEqualTo(Integer value) {
  addCriterion(""id <>"", value, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdGreaterThan(Integer value) {
  addCriterion(""id >"", value, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdGreaterThanOrEqualTo(Integer value) {
  addCriterion(""id >="", value, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdLessThan(Integer value) {
  addCriterion(""id <"", value, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdLessThanOrEqualTo(Integer value) {
  addCriterion(""id <="", value, ""id"");
  return (Criteria) this",C,
775,"""password"");
  return (Criteria) this;
  }
 
  public Criteria andPasswordLessThanOrEqualTo(String value) {
  addCriterion(""password <="", value, ""password"");
  return (Criteria) this;
  }
 
  public Criteria andPasswordLike(String value) {
  addCriterion(""password like"", value, ""password"");
  return (Criteria) this;
  }
 
  public Criteria andPasswordNotLike(String value) {
  addCriterion(""password not like"", value, ""password"");
  return (Criteria) this;
  }
 
  public Criteria andPasswordIn(List<String> values) {
  addCriterion(""password in"", values, ""password"");
  return (Criteria) this;
  }
 
  public Criteria andPasswordNotIn(List",C,
776,"theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionModeShareDrawable=0x7f010043;
  /** Background drawable to use for action mode UI in the lower split bar 
  <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionModeSplitBackground=0",DO,
777,"@Override
  public void onCreate() {
  super.onCreate();
  SoLoader.init(this, /* native exopackage */ false);
  initializeFlipper(this, getReactNativeHost().getReactInstanceManager());
  }
 
  /**
  * Loads Flipper in React Native templates. Call this in the onCreate method with something like
  * initializeFlipper(this, getReactNativeHost().getReactInstanceManager());
  *
  * @param context
  * @param reactInstanceManager
  */
  private static void initializeFlipper(
  Context context, ReactInstanceManager reactInstanceManager) {
  if (BuildConfig.DEBUG) {
  try {
  /*
  We use reflection here to pick up the class that initializes Flip",C,
778,") for the original code used.
  *
  * After any such modifications, the original and derivative code shall remain
  * under the copyright of the copyright holder(s) and/or original author(s)per
  * the Attribution and Assignment Agreement that can be located at
  * http://www.open-xchange.com/EN/developer/. The contributing author shall be
  * given Attribution for the derivative code and a license granting use.
  *
  * Copyright (C) 2016-2020 OX Software GmbH
  * Mail: info@open-xchange.com
  *
  *
  * This program is free software; you",L,
779,"* appropriateness of using or redistributing the Work and assume any
  * risks associated with Your exercise of permissions under this License.
  *
  * 8. Limitation of Liability. In no event and under no legal theory,
  * whether in tort (including negligence), contract, or otherwise,
  * unless required by applicable law (such as deliberate and grossly
  * negligent acts) or agreed to in writing, shall any Contributor be
  * liable to You for damages, including any direct, indirect, special,
  * incidental, or consequential damages of any character arising as a
  *",L,
780,"or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionBarStyle=0x7f01000b;
  /** <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionBarTabBarStyle=0x7f010008;
  /**",DO,
781,">
  * <tr><td>async</td><td>1</td><td>The async font fetch works as follows.
  * First, check the local cache, then if the requeted font is not cached, trigger a
  * request the font and continue with layout inflation. Once the font fetch succeeds, the
  * target text view will be refreshed with the downloaded font data. The
  * fontProviderFetchTimeout will be ignored if async loading is specified.</td></tr>
  * <tr><td>blocking</td><td>0</td><td>The blocking font fetch works as follows.
  * First, check the local cache, then if the requested font is not cached, request",DO,
782,"00)), ""test-type"");
  assertThat(events).hasSize(1);
  AuditEvent event = events.get(0);
  assertThat(event.getPrincipal()).isEqualTo(testUserEvent.getPrincipal());
  assertThat(event.getType()).isEqualTo(testUserEvent.getAuditEventType());
  assertThat(event.getData()).containsKey(""test-key"");
  assertThat(event.getData().get(""test-key"").toString()).isEqualTo(""test-value"");
  assertThat(event.getTimestamp()).isEqualTo(Date.from(testUserEvent.getAuditEventDate()));
  }
 
  @Test
  public void addAuditEvent() {
  Map<String, Object> data = new HashMap<>();
  data.put(""test",T,
783,"null);
  } else {
  // Set the summary to reflect the new ringtone display
  // name.
  String name = ringtone.getTitle(preference.getContext());
  preference.setSummary(name);
  }
  }
 
  } else {
  // For all other preferences, set the summary to the value's
  // simple string representation.
  preference.setSummary(stringValue);
  }
  return true;
  }
  };
 
  /**
  * Helper method to determine if the device has an extra-large screen. For
  * example, 10"" tablets are extra-large.
  */
  private static boolean isXLargeTablet(Context context) {
  return (context.getResources().getConfiguration().screenLayout",C,
784,"int actionBarSplitStyle=0x7f01000c;
  /** Reference to a style for the Action Bar 
  <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionBarStyle=0x7f01000b;
  /** <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i",DO,
785,"0x7f030027;
  public static final int alphabeticModifiers = 0x7f030028;
  public static final int arrowHeadLength = 0x7f030029;
  public static final int arrowShaftLength = 0x7f03002a;
  public static final int autoCompleteTextViewStyle = 0x7f03002b;
  public static final int autoSizeMaxTextSize = 0x7f03002c;
  public static final int autoSizeMinTextSize = 0x7f03002d;
  public static final int auto",DI,
786,"this.entityAudit.setUpdatedBy(userId);
  }
  setSystemInformation(recordType);
  }
 
  @Override
  public void setEntityAudit(int customerId, String userId) {
  if (entityAudit == null) {
  entityAudit = new EntityAudit();
  }
  if (getPrimaryKey() == null) {
  this.entityAudit.setCreatedBy(userId);
  this.systemInfo.setActiveStatus(1);
  } else {
  this.entityAudit.setUpdatedBy(userId);
  }
  }
 
  @JsonIgnore
  public String getLoggedInUserInfo() {
  String auditInfo = """";
  if (this.entityAudit!= null) {
  auditInfo = entityAudit.toString();
  }",C,
787,"media types.
  *
  * ""Work"" shall mean the work of authorship, whether in Source or
  * Object form, made available under the License, as indicated by a
  * copyright notice that is included in or attached to the work
  * (an example is provided in the Appendix below).
  *
  * ""Derivative Works"" shall mean any work, whether in Source or Object
  * form, that is based on (or derived from) the Work and for which the
  * editorial revisions, annotations, elaborations, or other modifications
  * represent, as a whole, an original work of authorship. For the purposes
  * of this License, Deriv",L,
